arCOG01001	0	45.5	48.5	47.5	42.5	43.5	44	52	46.5	43.5	45	47.5	45.5	43	49.5	44	40	44.5	45	44.5	48.5	37.5	42	43.5	43	45.5	52.5	43	42	45.5	50	48	43	40	49.5	44	41.5	50.5	46	46.5	43	46	49	46.5	39.5	45	47.5	41	43.5	45	41.5	41	45.5	51.5	44.5	42.5	47.5	44	45.5	48.5	42.5	43.5	44.5	48.5	42.5	49.5	47	49	50.5	44.5	52.5	46.5	45.5	43	39	47	51	48	43.5	40.5	45	42	45.5	44.5	49	43.5	41.5	40	48.5	41.5	48	40.5	39	47.5	44	46	45.5	47
arCOG00781	45.5	0	43.5	42	37	38	38.5	46.5	41	38	39.5	42	40	37.5	44	38	34.5	39	39.5	39	43	32	36.5	38	37.5	39.5	47	37.5	36.5	40	44.5	42.5	37.5	34.5	43.5	38.5	36	45	40.5	41.5	37.5	40.5	43.5	41	34	39.5	42	36	38	39.5	36	35.5	40.5	46	39	37.5	42	38.5	39.5	42.5	36.5	38.5	38.5	43	37	44	41.5	43.5	45	39	47	41	40	37.5	33.5	41.5	45.5	42.5	38	35	39.5	36.5	39.5	39	43	38	36	34.5	43.5	36	42.5	34.5	33.5	42	39	40.5	39.5	41.5
arCOG01559	48.5	43.5	0	45.5	40.5	41.5	42	49.5	45	42	43	45.5	43.5	41	47.5	42	38	42.5	43	43	47	35.5	40	42	41	43	50.5	41.5	40	43.5	48	45.5	41	39	46.5	42	39.5	48.5	44	45	41	44	46.5	44.5	38	43	45	39.5	41.5	43	39.5	39	44	49.5	42.5	40	45.5	42	43	46	40	42	42	46.5	40.5	47.5	45	46.5	48	42.5	50	44.5	43.5	42	38	44.5	49	46	41.5	38.5	43	40.5	43	43	46	41.5	39.5	38	47	39.5	46	38	37	45.5	42	44	43	45
arCOG00865	47.5	42	45.5	0	39	41	41.5	48.5	42.5	40	42	44	42	39.5	45.5	41	37	41	42	41	44.5	33.5	39	40.5	39.5	43	48.5	39	38.5	42	46	44	39.5	37	46	40.5	38.5	47	42.5	43.5	39.5	43	45.5	43	35.5	41.5	44	37.5	39.5	41.5	38	37	42	47.5	40.5	39.5	44.5	40	42.5	45	39.5	40	41	44.5	39.5	46	44	45.5	46.5	40.5	48.5	42.5	41.5	39.5	35.5	43.5	48	44.5	39.5	37	41.5	38.5	42.5	42	46	40.5	37.5	37	46	38	44.5	38	35.5	44	41	42	42	44
arCOG04113	42.5	37	40.5	39	0	35	36	44	38	35	36.5	39	37	34.5	41	36	31.5	36	36.5	36	40	29	33.5	35	34.5	37	44	34.5	33.5	37	41.5	39.5	34.5	31.5	41.5	35.5	33	42	37.5	38.5	34.5	37.5	40.5	38	31	36.5	39	33	35	36.5	33	32.5	37.5	43	36	35	39	35.5	37.5	40.5	35.5	35.5	36.5	40	35.5	41	38.5	40.5	42	36	44	38	37	34.5	30.5	38.5	42.5	39.5	35	32	36.5	33.5	37.5	36	41	36.5	33	31.5	40.5	33	39.5	32.5	30.5	39	36	37.5	37.5	40
arCOG04254	43.5	38	41.5	41	35	0	36.5	45	39	36	38	40	38	35.5	42	36.5	32.5	37	37.5	37	41	30	34.5	36	35.5	38	45	35.5	34.5	38	42.5	40.5	36	32.5	42	36.5	34	43	38.5	39.5	36	38.5	41.5	39	32	37.5	40	34	36.5	37.5	34	33.5	38.5	44	37	35	40	36.5	38	41	36	36.5	38	41	36	43	39.5	41.5	43	37	45	39.5	38	35.5	31.5	39.5	43.5	40.5	36	33	37.5	34.5	38	37	41.5	37	34	32.5	41.5	34	40.5	33	31.5	40	36.5	38.5	38	40.5
arCOG04186	44	38.5	42	41.5	36	36.5	0	45.5	39.5	36.5	38	40.5	38.5	36	42.5	36.5	33	38	38.5	37.5	41.5	30.5	35	36.5	36	38	45.5	36.5	35.5	39	43	41	36.5	33	42	37	34.5	43.5	39	40.5	36.5	39.5	42.5	39.5	32.5	38	40.5	35	37	38.5	35	34	39	44.5	38	35.5	40.5	37	38	41	35.5	38	38	41.5	36	43.5	40	42	43.5	37.5	45.5	39.5	38.5	36	32	40	44	41.5	36.5	34	38	35	38	37.5	41.5	37	34.5	33	42.5	35	41	33	32.5	40.5	37	39	38	40.5
arCOG00406	52	46.5	49.5	48.5	44	45	45.5	0	47.5	45	46.5	49	46	43.5	51	44.5	41	46	45.5	45.5	50	38.5	43	44.5	44	45.5	53	44.5	43	46.5	51	50	44.5	41	50	45	42.5	51.5	47	48	45.5	48	50	48.5	41	46.5	48	42.5	45	46	42.5	42	47	52	46	43.5	48	45.5	46.5	48.5	43	45.5	45	50	44	50.5	48	49.5	51.5	45	53	48.5	46.5	44.5	40	48	51.5	50	45	41.5	45.5	43.5	46	45.5	49	44.5	42.5	41	50.5	42.5	49	41.5	40	49	44.5	46.5	45.5	48.5
arCOG00078	46.5	41	45	42.5	38	39	39.5	47.5	0	39	40.5	43	41	38.5	45	39.5	35.5	40	40.5	40	44	33	37.5	39	38.5	41.5	48	38.5	37.5	41	45.5	43.5	38.5	35.5	45	39.5	37	46	41.5	43	38.5	41.5	44.5	42	35	40.5	43	36.5	39	40.5	37	36.5	42	47	40	38.5	43	39.5	41	44	38.5	39	39.5	44	39	44.5	42.5	44.5	46	40	48	42	41	38.5	34.5	42.5	46.5	43.5	39	36	40.5	37.5	41	40	44.5	40	37	35.5	45	37	43.5	36	34.5	43	39.5	41.5	41	43.5
arCOG01722	43.5	38	42	40	35	36	36.5	45	39	0	38	40	38	35.5	42	37	32.5	37	37.5	37	41	30	34.5	36	35.5	37.5	45	35.5	34.5	38	42.5	40.5	35.5	32.5	42.5	36.5	34	43	38.5	40	36	38.5	41.5	39	32	37.5	40	34	36	37.5	34	33.5	39	44	37	35.5	40	36.5	38.5	41.5	36.5	36.5	37.5	41	36	42	39.5	41.5	43	37	45	39.5	38	35.5	31.5	39.5	43.5	40.5	36	33	37.5	34.5	38.5	37	42	37	34	32.5	42	34	40.5	33.5	31.5	40	37	38.5	38.5	40.5
